Country Name,Country Code,Series Name,Series Code,1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Sierra Leone,SLE,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,150,122,350,..,113,120,130,..,..
Sierra Leone,SLE,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,212,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1057,1056,1245,..,1158,1106,1312,..,..
Sierra Leone,SLE,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sierra Leone,SLE,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,145,224,288,311,374,516,524,624,626,641,569,626,696,793,750,895,1056,1081,1143,1303,1469,1601,1609,1575,..,..
Singapore,SGP,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,2412,12357,6048,6367,6679,7720,7726,7575,7248,7944,8036,8537,9255,8899,7986,8878,8738,8604,8579,9009,9345,9379,9321,10270,..,..
Singapore,SGP,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,87.9499969482422,88.6500015258789,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,2503.44471,2586.28409,2951.8115,3185.64822,4128.40471,4105.91725,4414.80999,4849.29981,5113.2705,5576.90004,5686.40114,5962.788,5829.34308,6146.38263,6241.86151,6405.06828,6356.67186,6603.11177,6632.24348,7006.63036,6934.91054,6802.53716,..,..,..
Singapore,SGP,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,310.89661,365.09832,349.44313,366.63571,337.56107,351.91292,386.34214,414.87204,487.27226,556.68876,544.4502,517.64611,596.68906,548.63333,456.33434,458.36186,456.30784,454.33141,450.68559,449.98133,422.28167,377.36817,..,..,..
Singapore,SGP,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Singapore,SGP,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,1.31991,1.41564,1.73707,1.81624,1.81699,2.00931,2.03282,1.99679,2.07859,2.14812,2.11661,2.31988,2.59674,2.12924,1.93137,2.07065,1.91939,1.92335,2.08464,2.18198,2.0801,1.94431,..,..,..
Singapore,SGP,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,4795.54,4903.43,5491.09,6104.85,7478.76,7982.14,8194.44,8281.13,8749.9,8985.24,9917.7,10212.4,10837.09,11057.36,11334.78,11416.75,11880.88,11840.57,11458.63,..,..
Singapore,SGP,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,109439797761,123853063584,99762941900,131971304322,132291714560,136622285147,143758756182,145601846763,139341724308,135616252594,147178835744,155446548683,..,..
Singapore,SGP,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,1713731369.60931,2021998180.90375,1938031179.16092,1896867135.84773,4325597311.23902,5099296388.74764,4937985653.47033,4948261884.12934,6775980331.19363,8054414738.83708,9494666989.10567,9765545019.71975,9810419779.24513,13604164838.3557,13438021506.0116,17029305529.2414,20346152652.4996,23105585202.3299,22992008311.3562,20877550215.0665,19400287309.2939,15467233357.088,15403515759.3642,16812128925.436,16150764512.917,..
Singapore,SGP,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,47976011.994003,53119029.0588513,43574721.0493853,49354635.3622575,58762564.2346804,64966578.948895,75681362.4877736,169162277.203117,215017554.601028,439822233.090796,650265336.255312,682722161.617858,874658975.671845,1213617593.72094,1430580234.61352,1933394857.6283,2659774337.11484,2812408517.96944,3414448973.06801,3909474764.21609,8651355627.07981,7038200277.55462,7724604884.40719,8365993043.41377,8472843450.47925,..
Singapore,SGP,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,26934,26319,21014,24896,28467,30222,30859,32671,33556,35474,37983,41399,..,..
Singapore,SGP,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,5430,6113,5956,6403,6530,7002,7578,9104,8458,9721,10608,11496,..,..
Singapore,SGP,"Trademark applications, total",IP.TMK.TOTL,8791,11266,9999,10311,11349,12577,13899,15873,13021,15753,22616,16709,14841,16401,18929,20522,20875,22951,17069,14603,16929,18202,19265,20033,21296,21380,22758,24153,25932,..,..
Singapore,SGP,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,1366,1448,1639,1578,2218,1999,2363,2878,2800,3196,3328,3338,3493,3753,3743,3972,4318,3705,..,..
Singapore,SGP,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,231,241,481,693,595,391,512,354,521,551,665,604,724,830,780,644,592,342,..,..
Sint Maarten (Dutch part),SXM,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,865921.787709497,569832.402234637,1357541.89944134,1156424.58100559,1787709.4972067,2117318.43575419,960893.854748603,1223463.68715084,1428854.63687151,..
Sint Maarten (Dutch part),SXM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1229050.27932961,480446.927374302,1000000,134078.212290503,201117.318435754,1340782.12290503,3022346.36871508,111731.843575419,48898.2011173184,..
Sint Maarten (Dutch part),SXM,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2210,1950,2084,1948,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,922,815,821,853,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Sint Maarten (Dutch part),SXM,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Slovak Republic,SVK,"Patent applications, residents",IP.PAT.RESD,..,..,..,282,248,269,195,224,213,213,236,246,259,210,215,155,193,239,167,176,234,224,168,184,211,228,220,183,217,..,..
Slovak Republic,SVK,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,681,620,1400,1498,1578,1612,1683,1804,1696,1599,1437,238,95,90,106,75,63,48,33,35,26,23,28,15,23,14,..,..
Slovak Republic,SVK,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,86.5645980834961,83.4007034301758,82.9282989501953,83.4602966308594,83.2634963989258,84.3513031005859,81.193603515625,81.2030029296875,80.1322021484375,79.9583969116211,80.3050994873047,77.0668029785156,76.9176025390625,75.6638031005859,74.2984008789063,74.2403030395508,74.3582992553711,74.1091003417969,74.3343963623047,74.0120010375977,73.6304016113281,74.7242965698242,..
Slovak Republic,SVK,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,1858.94041,1853.57482,1880.35633,1705.16819,1843.78792,1775.00263,1700.14677,1782.83258,1985.00569,2022.72177,2181.25825,2288.36911,2331.25303,2460.58573,2809.39564,2833.44029,2820.16861,2716.36795,2715.55258,2650.20804,2253.26171,2416.22368,2995.95783,..,..
Slovak Republic,SVK,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,788.14616,800.93426,802.74256,714.74782,666.20845,615.37128,561.4688,459.82895,444.9585,415.78355,422.97431,414.52633,392.08271,348.11086,386.19291,355.02355,383.90445,329.36012,366.54489,389.22947,412.14273,484.0612,520.62951,..,..
Slovak Republic,SVK,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,8.3,..,..,..,..,..,5.6,..
Slovak Republic,SVK,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,0.89292,1.05283,0.76611,0.64556,0.63927,0.62565,0.56389,0.56247,0.50149,0.49401,0.47563,0.44824,0.46204,0.47326,0.61614,0.66326,0.80495,0.82362,0.88008,1.17171,0.78895,0.88267,0.83252,..,..
Slovak Republic,SVK,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,2103.78,2090.61,2094.84,2134.17,2275.89,2509.56,2591.54,2803.45,3282.6,3112.35,3567.05,3847.77,4225.7,4466.05,5007.44,5062.13,5492.66,5787.12,5321.6,..,..
Slovak Republic,SVK,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2684224202,3057611784,3066060303,4113247653,5012465108,6439164997,8092166008,8401134883,7461127959,7484803091,8812917854,8971242840,..,..
Slovak Republic,SVK,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,64181200.8297682,78965640.0692053,82547306.1623541,85453466.1860876,54617385.4604457,53938413.8861651,58130537.9151209,58406945.3103923,63194028.2460543,91220667.5149255,..,..,..,..,220252619.417297,189975719.548952,168358820.910816,176539865.504217,180980256.105283,571824993.231392,672289267.978973,522191217.206059,686313614.348319,706690665.763671,751531430.693948,747922670.2592,..
Slovak Republic,SVK,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,7183276.66765185,10818842.7750685,18185348.6980052,16631985.2819039,14056838.0853038,14637428.3749766,16125770.3763732,19543997.3596853,38475936.1197302,49673069.4929911,..,..,..,..,266361996.696116,94130182.8083422,47093179.491516,3977137.74841425,4219586.89053547,26537377.3042436,28772288.2510462,26246728.1282843,30961686.7122063,26658050.787554,55522617.7690752,43216231.6697782,..
Slovak Republic,SVK,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16570,13106,12725,11874,11096,7013,6596,6498,5944,6930,5249,5117,4710,5298,5075,..,..
Slovak Republic,SVK,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,10181,9671,11292,12177,11654,8493,7807,8305,8039,9121,9640,9459,9436,8804,8323,..,..
Slovak Republic,SVK,"Trademark applications, total",IP.TMK.TOTL,..,..,..,7732,8703,9317,8764,9856,9538,9417,11156,10488,9673,10326,9405,7939,7423,7362,6977,4982,4868,4850,4607,4803,4613,4538,4410,4344,4082,..,..
Slovak Republic,SVK,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,101,33,16,47,84,114,45,54,196,126,101,57,224,136,58,..,..
Slovak Republic,SVK,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,132,111,88,81,285,151,544,362,468,366,340,201,258,329,272,..,..
Slovenia,SVN,"Patent applications, residents",IP.PAT.RESD,..,21,188,277,286,314,288,266,288,261,307,301,300,310,342,344,287,331,301,373,442,470,..,..,..,..,..,..,255,..,..
Slovenia,SVN,"Patent applications, nonresidents",IP.PAT.NRES,..,1,409,784,404,116,201,238,127,138,124,107,101,60,42,29,12,15,6,12,11,11,..,..,..,..,..,..,23,..,..
Slovenia,SVN,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,80.3049011230469,80.3460998535156,78.0121002197266,79.1723022460938,77.9672012329102,77.9847030639648,79.4498977661133,79.8448028564453,79.7869033813477,79.4382019042969,80.3420028686523,81.3796997070313,80.3781967163086,80.1768035888672,80.0836029052734,80.2449035644531,78.5765991210938,77.2387008666992,76.9276962280273,76.8733978271484,77.9728012084961,79.7014999389648,79.8134994506836,80.2377014160156,..
Slovenia,SVN,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,2257.40672,2023.69362,2156.0996,2227.27346,2181.39705,2263.18906,2335.87132,1899.02518,2024.89973,2633.11438,2924.94619,3106.17966,3475.93636,3661.11975,3769.81379,4277.31468,4317.18374,4220.32756,4147.06155,3814.21582,3914.26133,4479.40035,4854.56751,..,..
Slovenia,SVN,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,1029.88839,866.93787,875.01918,1553.60751,1616.42729,1582.92414,1580.05945,1147.46396,1167.20647,1413.55084,1475.20762,1535.19823,1689.52652,1853.66928,1922.34565,2459.43157,2313.12411,2522.8902,2392.27507,2399.57628,2373.91585,1814.20289,..,..,..
Slovenia,SVN,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,17.4,..,..,..,..,..,20.6,..
Slovenia,SVN,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,1.26633,1.24727,1.30637,1.33814,1.3563,1.46773,1.43874,1.24528,1.36806,1.41229,1.53291,1.42382,1.62564,1.81629,2.05763,2.42358,2.57319,2.5801,2.36743,2.19504,2.01191,1.86581,1.94221,..,..
Slovenia,SVN,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,1664.59,1632.95,1773.32,2095.96,1871.99,2300.1,2332.91,2688.84,2985.24,3143.24,3172.78,3613.96,3534.43,3535.77,3501.8,3557.71,3357.55,3448.68,3206.15,..,..
Slovenia,SVN,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1322105036,1647570246,1331655554,1260209893,1500641554,1492976482,1586935544,1622659448,1556407125,1673787135,1755384350,2089386354,..,..
Slovenia,SVN,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,4900000,12800000,16200000,23000000,27100000,32700000,39000000,47200000,49500000,60400000,78400000,89600000,123300000,113000000,153685414.401226,168773215.458148,254656317.101104,289021239.911803,344190440.568542,381272095.039407,356983239.105233,253036284.492043,241837673.532189,221412274.350911,224388233.867686,247300894.657444,268061854.58957,256638367.525785,..
Slovenia,SVN,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,3900000,3500000,3300000,4000000,6200000,5200000,8700000,8000000,11800000,14400000,7500000,10700000,11800000,16400000,16900392.4426909,18713598.963291,41174018.8725394,34584444.6568902,38031012.5414141,52590087.2824743,43386563.1334399,56350550.8506569,71250319.6441421,58216200.4680008,77665518.8301967,63348845.5511697,72892669.4425642,76871168.1171267,..
Slovenia,SVN,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,13032,9987,9599,..,8418,5524,5134,..,..,..,..,..,..,..,3898,..,..
Slovenia,SVN,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,6015,5149,5362,..,7256,5271,5590,..,..,..,..,..,..,..,4344,..,..
Slovenia,SVN,"Trademark applications, total",IP.TMK.TOTL,..,..,1618,5066,5914,6087,6224,7099,7098,6988,8345,7782,7275,7870,6928,5439,5205,5056,4795,3629,3779,3437,..,..,..,..,..,..,2700,..,..
Slovenia,SVN,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,2363,1651,1398,1257,532,312,449,443,..,..,..,..,..,..,492,..,..
Slovenia,SVN,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,191,145,129,120,120,86,133,155,..,..,..,..,..,..,40,..,..
Solomon Islands,SLB,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,94.6561965942383,..,..,..,..,..,..,..
Solomon Islands,SLB,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,20,..,..,..,..,..
Solomon Islands,SLB,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,5.31,2.44,1.04,3.86,2.64,2.56,6.59,4.57,2.86,3.78,9.27,7.3,4.99,4.51,8.02,13.7,14.96,10.5,13.2,..,..
Solomon Islands,SLB,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,193415,525542,305201,171262,..,..
Solomon Islands,SLB,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,0,0,0,156851.263175506,60765.1855996638,117443.260224904,84119.421538778,53807.67790724,103828.161623762,62007.2789655808,196504.930554339,56839.8740545474,2371.83887023305,9564.81988203094,5794.85424585866,240814.552120486,746455.553046474,1128293.39387163,1450206.3715523,1196708.70331718,738655.460890398,1359494.33624021,1219729.6891871,1491281.96693588,5205318.59881542,4779372.29732396,4349572.32345605,3997919.45382427,7087601.158152,4073440.79734648,..
Solomon Islands,SLB,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,0,0,0,0,0,0,0,0,103828.161623762,62007.2789655808,235805.916665207,56839.8740545474,83082.0764801283,107610.185614677,291153.047787809,0,18398.2275779109,18295.9094190682,18073.4408852177,17380.4911563311,13020.0231467091,108162.573484506,226827.979260803,1208693.72891437,1521895.40806261,508282.447520001,1249966.81302816,583312.722322589,598989.120418233,580273.366218006,..
Solomon Islands,SLB,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Solomon Islands,SLB,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Patent applications, residents",IP.PAT.RESD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Patent applications, nonresidents",IP.PAT.NRES,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Technicians in R&D (per million people),SP.POP.TECH.RD.P6,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Firms that spend on R&D (% of firms),IC.FRM.RSDV.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Research and development expenditure (% of GDP),GB.XPD.RSDV.GD.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,Scientific and technical journal articles,IP.JRN.ARTC.SC,..,..,..,..,..,..,..,..,..,..,0.3,0,1.71,1.83,1.14,0,1.03,0,0.58,2.75,3.24,2.89,1.43,6.31,3.82,4.45,3.34,12.23,9.74,..,..
Somalia,SOM,High-technology exports (current US$),TX.VAL.TECH.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Charges for the use of intellectual property, payments (BoP, current US$)",BM.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Charges for the use of intellectual property, receipts (BoP, current US$)",BX.GSR.ROYL.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Trademark applications, nonresident, by count",IP.TMK.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Trademark applications, resident, by count",IP.TMK.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Trademark applications, total",IP.TMK.TOTL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Industrial design applications, nonresident, by count",IP.IDS.NRCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Somalia,SOM,"Industrial design applications, resident, by count",IP.IDS.RSCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
South Africa,ZAF,"Patent applications, residents",IP.PAT.RESD,1093,1023,888,904,935,883,757,355,200,138,895,966,983,922,956,1003,866,915,860,822,821,656,608,638,802,889,704,728,657,..,..
South Africa,ZAF,"Patent applications, nonresidents",IP.PAT.NRES,4943,4654,4423,4282,4968,5482,6115,6917,7190,3002,2400,5427,5617,5303,5833,6001,6739,7402,7081,5913,5562,6589,6836,6657,6750,6608,6506,6816,6258,..,..
South Africa,ZAF,Labor force with advanced education (% of total working-age population with advanced education),SL.TLF.ADVN.ZS,..,..,..,..,..,..,..,..,..,..,83.0820007324219,85.0942993164063,85.9497985839844,85.9017028808594,83.9751968383789,82.4257965087891,83.4934005737305,84.3058013916016,86.5206985473633,85.8415985107422,84.6056976318359,84.222900390625,..,84.6901016235352,84.1539001464844,83.5688018798828,83.067497253418,83.813102722168,82.8785018920898,82.0192031860352,..
South Africa,ZAF,Researchers in R&D (per million people),SP.POP.SCIE.RD.P6,..,..,..,..,..,..,..,198.49974,..,..,..,311.20482,..,302.46454,378.80948,361.3785,383.02655,393.33011,389.4041,392.12037,365.49511,386.80015,404.71937,434.85308,432.16155,472.30756,492.03626,517.72191,..,..,..
